,heuristic_param,seed,n_gen,score,accuracy,variance,update,elapsed_time_proc,elapsed_time_acc,elapsed_time
4447,"[10, 3]",51,0,34789109.97254014,0.0889552977577175,5488926285210.875,True,1.169485092163086,1.2115767002105713,2.381061792373657
4448,"[10, 3]",51,1,34789109.97254014,0.0889552977577175,4279514418328.012,False,2.4021732807159424,1.2115767002105713,3.6137499809265137
4449,"[10, 3]",51,2,34789109.97254014,0.0889552977577175,4258547970184.565,False,3.5634994506835938,1.2115767002105713,4.775076150894165
4450,"[10, 3]",51,3,34884757.60440189,0.0889552977577175,4765282237514.725,False,4.7881059646606445,1.2115767002105713,5.999682664871216
4451,"[10, 3]",51,4,35080865.75595344,0.0889552977577175,5246537280865.638,False,5.979527950286865,1.2115767002105713,7.1911046504974365
4452,"[10, 3]",51,5,35080865.75595344,0.0889552977577175,3679011787046.385,False,7.218090295791626,1.2115767002105713,8.429666996002197
4453,"[10, 3]",51,6,35080865.75595344,0.0889552977577175,3785745590963.173,False,8.37533712387085,1.2115767002105713,9.58691382408142
4454,"[10, 3]",51,7,35676926.39497868,0.0889552977577175,5580329035750.117,False,9.599673748016356,1.2115767002105713,10.811250448226929
4455,"[10, 3]",51,8,35676926.39497868,0.0889552977577175,5089422721201.328,False,10.86396312713623,1.2115767002105713,12.075539827346802
4456,"[10, 3]",51,9,36001967.38012294,0.0889552977577175,5508830511968.503,False,12.088109254837036,1.2115767002105713,13.299685955047607
4457,"[10, 3]",51,10,36001967.38012294,0.0889552977577175,5682100941295.906,False,13.149004697799684,1.2115767002105713,14.360581398010254
4458,"[10, 3]",51,11,36001967.38012294,0.0889552977577175,5416502091547.139,False,14.402061223983765,1.2115767002105713,15.613637924194336
4459,"[10, 3]",51,12,36001967.38012294,0.0889552977577175,4955497385375.785,False,15.642494678497314,1.2115767002105713,16.854071378707886
4460,"[10, 3]",51,13,36001967.38012294,0.0889552977577175,8235904037671.957,False,16.798009157180786,1.2115767002105713,18.009585857391357
4461,"[10, 3]",51,14,36001967.38012294,0.0889552977577175,3349665252084.164,True,17.994101524353027,2.262462854385376,20.256564378738403
4462,"[10, 3]",51,15,36001967.38012294,0.0889552977577175,3743895631008.5913,False,19.15229296684265,2.262462854385376,21.414755821228027
4463,"[10, 3]",51,16,36001967.38012294,0.0889552977577175,4850981875152.372,False,20.33749508857727,2.262462854385376,22.599957942962646
4464,"[10, 3]",51,17,36001967.38012294,0.0889552977577175,5468506155071.735,False,21.54636812210083,2.262462854385376,23.80883097648621
4465,"[10, 3]",51,18,36001967.38012294,0.0889552977577175,5169886893467.164,False,22.725977182388306,2.262462854385376,24.98844003677368
4466,"[10, 3]",51,19,36001967.38012294,0.0889552977577175,5117330978240.947,False,23.909559965133667,2.262462854385376,26.172022819519043
4467,"[10, 3]",51,20,36001967.38012294,0.0889552977577175,3792125719337.351,False,25.164883613586422,2.262462854385376,27.4273464679718
4468,"[10, 3]",51,21,36001967.38012294,0.0889552977577175,5485293499829.348,False,26.324352264404297,2.262462854385376,28.586815118789676
4469,"[10, 3]",51,22,36001967.38012294,0.0889552977577175,4189832684754.871,False,27.565629959106445,2.262462854385376,29.82809281349182
4470,"[10, 3]",51,23,36001967.38012294,0.0889552977577175,3375250573223.65,False,28.680487632751465,2.262462854385376,30.94295048713684
4471,"[10, 3]",51,24,36001967.38012294,0.0889552977577175,4690093461728.305,False,29.98717832565308,2.262462854385376,32.24964118003845
4472,"[10, 3]",51,25,36001967.38012294,0.0889552977577175,4375247820558.936,False,31.20092535018921,2.262462854385376,33.463388204574585
4473,"[10, 3]",51,26,36186117.62571504,0.0889552977577175,3846361210199.6406,False,32.43177127838135,2.262462854385376,34.694234132766724
4474,"[10, 3]",51,27,36186117.62571504,0.0889552977577175,3311548030767.148,False,33.6917622089386,2.262462854385376,35.954225063323975
4475,"[10, 3]",51,28,36186117.62571504,0.0889552977577175,5892514682089.094,False,34.80395817756653,2.262462854385376,37.066421031951904
4476,"[10, 3]",51,29,36186117.62571504,0.0889552977577175,6319910279956.695,True,35.9831976890564,3.285705327987671,39.26890301704407
4477,"[10, 3]",51,30,36186117.62571504,0.0889552977577175,4416512469161.984,False,37.19732856750488,3.285705327987671,40.48303389549256
4478,"[10, 3]",52,0,34515848.188796,0.0889552977577175,3394102436937.7227,True,1.0751242637634275,1.1307363510131836,2.2058606147766118
4479,"[10, 3]",52,1,35988615.596629426,0.0889552977577175,4665454714433.23,False,2.197577953338623,1.1307363510131836,3.328314304351806
4480,"[10, 3]",52,2,35988615.596629426,0.0889552977577175,3017543629332.4043,False,3.3982505798339844,1.1307363510131836,4.528986930847168
4481,"[10, 3]",52,3,35988615.596629426,0.0889552977577175,5914740562195.339,False,4.6050543785095215,1.1307363510131836,5.735790729522705
4482,"[10, 3]",52,4,35988615.596629426,0.0889552977577175,3369862827958.576,False,5.814522981643677,1.1307363510131836,6.94525933265686
4483,"[10, 3]",52,5,35988615.596629426,0.0889552977577175,5303962620944.605,False,6.975095748901367,1.1307363510131836,8.10583209991455
4484,"[10, 3]",52,6,35988615.596629426,0.0889552977577175,5483032742588.42,False,8.205654382705688,1.1307363510131836,9.336390733718872
4485,"[10, 3]",52,7,35988615.596629426,0.0889552977577175,4392106275930.198,False,9.43006682395935,1.1307363510131836,10.560803174972534
